Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,5/5/2017 5:00,89.734,0.004,6.406,6.41,3.658,,0,36.4922,47.0709,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,6/5/2017 5:00,90.596,0.11,5.232,5.342,3.866,,0,36.9532,47.7778,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,7/5/2017 5:00,89.934,0.003,6.272,6.275,3.597,,0,36.5237,47.1467,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,8/5/2017 5:00,89.682,0.002,6.59,6.592,3.531,,0,36.3859,46.9301,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,9/5/2017 5:00,90.5479,0.007,5.7951,5.8021,3.451,,0,36.6637,47.4301,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,10/5/2017 5:00,89.7811,0.013,6.3729,6.3859,3.642,,0,36.4928,47.0793,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,11/5/2017 5:00,89.941,0.032,6.365,6.397,3.471,,0,36.4402,47.0382,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,12/5/2017 5:00,90.199,0.003,6.075,6.078,3.538,,0,36.5762,47.2614,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,13/05/17 05:00:00,90.1851,0.003,6.2579,6.2609,3.359,,0,36.4621,47.1148,0,
S-MIBGN140-TR04,CRE 41 CPG La Venta,Pto. de Calidad La Venta T.R.,14/05/17 05:00:00,90.352,0.008,6.065,6.073,3.378,,0,36.5396,47.2399,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,1/5/2017 9:00,88.1937,0.0483,7.2167,7.265,4.4753,,0,36.3261,46.6063,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,2/5/2017 9:00,91.6777,0.0393,7.2537,7.293,1.0223,,0,35.3043,45.9562,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,3/5/2017 9:00,92.4467,0.043,6.52,6.563,0.9873,,0,35.5677,46.4252,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,4/5/2017 9:00,91.783,0.0433,7.088,7.1313,1.0797,,0,35.3811,46.0707,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,5/5/2017 9:00,91.9973,0.0347,6.882,6.9167,1.0777,,0,35.4628,46.2133,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,6/5/2017 9:00,91.3013,0.0393,7.3953,7.4347,1.247,,0,35.3201,45.9076,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,7/5/2017 9:00,91.6977,0.0483,7.1653,7.2137,1.0777,,0,35.3521,46.0173,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,8/5/2017 9:00,91.667,0.0653,6.924,6.9893,1.3307,,0,35.5096,46.2057,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,9/5/2017 9:00,90.907,0.045,7.1053,7.1503,1.935,,0,35.617,46.2108,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,10/5/2017 9:00,91.027,0.0495,7.2645,7.314,1.6473,,0,35.4765,46.0539,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,11/5/2017 9:00,91.2867,0.0487,6.4717,6.5203,2.1713,,0,35.9297,46.6673,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,12/5/2017 9:00,91.6077,0.068,6.5883,6.6563,1.7253,,0,35.7458,46.4917,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,13/05/17 09:00:00,90.9357,0.061,7.5167,7.5777,1.473,,0,35.3282,45.8493,0,
S-MIBGN150-TR06,CRE 47 Pajaritos (Criogénica),Pto. de Calidad Pajaritos B.P. T.R.,14/05/17 09:00:00,90.8187,0.0487,6.8883,6.937,2.2113,,0,35.7901,46.4068,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,1/5/2017 9:00,89.982,0.154,7.1233,7.2773,2.69,,0,35.8086,46.2553,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,2/5/2017 9:00,88.399,0.3703,6.506,6.8763,4.419,,0,36.6131,46.8743,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,3/5/2017 9:00,88.7413,0.2097,6.3207,6.5303,4.2103,,0,36.8389,47.1898,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,4/5/2017 9:00,90.9437,0.074,6.8877,6.9617,2.024,,0,35.7515,46.367,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,5/5/2017 9:00,91.2,0.0357,6.983,7.0187,1.7327,,0,35.6334,46.2776,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,6/5/2017 9:00,89.1007,0.051,8.317,8.368,2.435,,0,35.3531,45.5464,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,7/5/2017 9:00,90.5323,0.0743,7.6007,7.675,1.736,,0,35.3903,45.8459,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,8/5/2017 9:00,90.677,0.0747,7.3,7.3747,1.901,,0,35.5451,46.0668,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,9/5/2017 9:00,85.6363,0.3327,6.7067,7.0393,6.5087,,0,37.4872,47.3541,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,10/5/2017 9:00,80.5278,0.1992,6.8737,7.0728,10.504,,0,39.3082,48.4699,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,11/5/2017 9:00,90.886,0.0297,6.402,6.4317,2.4843,,0,36.1703,46.8576,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,12/5/2017 9:00,86.3667,0.0453,6.622,6.6673,6.3847,,0,37.4236,47.5266,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,13/05/17 09:00:00,86.1335,0.043,6.5269,6.5699,6.9189,,0,37.4676,47.5935,0,
S-MIBGN150-TR07,CRE 34 Caseta General Pajaritos,Pto. de Calidad Caseta Gral. Pajaritos T.R.,14/05/17 09:00:00,88.367,0.033,6.6567,6.6897,4.5297,,0,36.7934,47.1343,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,1/5/2017 9:00,95.7932,1.8393,0.0991,1.9384,1.8053,276.506,0,37.9083,49.4422,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,2/5/2017 9:00,95.756,1.815,0.1107,1.9257,1.8168,275.5809,0,37.9401,49.4719,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,3/5/2017 9:00,95.7076,1.811,0.1088,1.9198,1.8733,276.6707,0,37.9593,49.4867,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,4/5/2017 9:00,95.5708,1.7987,0.1062,1.9049,2.0403,276.1337,0,37.9992,49.5197,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,5/5/2017 9:00,95.3659,1.8022,0.1109,1.9131,2.2525,277.4749,0,38.05,49.545,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,6/5/2017 9:00,95.3663,1.7742,0.1096,1.8837,2.2914,277.067,0,38.065,49.5734,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,7/5/2017 9:00,95.2766,1.7414,0.1054,1.8468,2.4013,277.6726,0,38.1226,49.631,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,8/5/2017 9:00,95.4579,1.7403,0.1063,1.8466,2.2149,277.7339,0,38.0739,49.6029,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,9/5/2017 9:00,94.9993,1.7024,0.1132,1.8156,2.5635,279.4562,0,38.281,49.7456,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,10/5/2017 9:00,95.8151,1.6595,0.1054,1.7649,1.9927,275.3517,0,37.9988,49.6148,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,11/5/2017 9:00,95.9488,1.6889,0.1066,1.7955,1.8312,275.8694,0,37.9397,49.5597,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,12/5/2017 9:00,95.9546,1.7101,0.1033,1.8134,1.7875,276.7079,0,37.9375,49.5453,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,13/05/17 09:00:00,95.9267,1.7076,0.1057,1.8133,1.8233,276.984,0,37.9424,49.5489,0,
S-MTBGN040-TR15,CRE CFE CCC Huinala,Pto. de Calidad CCC Huinala T.R.,14/05/17 09:00:00,96.0436,1.6928,0.1003,1.7932,1.7401,275.7384,0,37.9158,49.5458,0,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",1/5/2017 9:00,95.6627,1.4428,0.1524,1.5953,2.4167,272.5864,26.5459,38.1148,49.8077,0.1792,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",2/5/2017 9:00,95.2742,1.4534,0.1534,1.6069,2.8188,267.7913,26.4289,38.2038,49.8541,0.1791,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",3/5/2017 9:00,95.0693,1.3715,0.1733,1.5448,3.1146,264.7779,27.3317,38.2855,49.9489,0.1766,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",4/5/2017 9:00,94.6888,1.1531,0.211,1.3642,3.8071,232.8893,25.7657,38.4448,50.1748,0.1774,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",5/5/2017 9:00,94.6368,1.1612,0.2106,1.3718,3.8589,228.9734,24.8964,38.4515,50.1734,0.1785,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",6/5/2017 9:00,94.9347,1.1295,0.1993,1.3289,3.5874,238.9831,27.1433,38.4032,50.1724,0.1791,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",7/5/2017 9:00,94.8711,1.1324,0.1967,1.3291,3.654,235.0706,30.4529,38.4192,50.1808,0.1789,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",8/5/2017 9:00,94.9442,1.0994,0.2147,1.3141,3.5869,244.4431,29.8821,38.4128,50.1917,0.1789,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",9/5/2017 9:00,95.0571,1.0346,0.2322,1.2669,3.5079,249.5505,34.6524,38.4165,50.2305,0.1797,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",10/5/2017 9:00,95.225,1.1576,0.1928,1.3505,3.224,256.8883,31.6069,38.328,50.1072,0.1773,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",11/5/2017 9:00,94.6986,1.1446,0.2025,1.3471,3.8252,221.8384,28.5901,38.447,50.1859,0,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",12/5/2017 9:00,94.5984,1.1226,0.2032,1.3258,3.9801,214.7462,27.6664,38.475,50.217,3.7892,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",13/05/17 09:00:00,94.5292,1.1037,0.2115,1.3152,4.0692,210.192,28.2792,38.496,50.2385,4.1638,
S-MTBGN180-TR25,CRE 8 Apodaca,"Pto. de Calidad Apodaca 22"" T.R.",14/05/17 09:00:00,94.5925,1.1038,0.2128,1.3165,4.0041,212.8858,29.4782,38.4785,50.2278,4.1691,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,1/5/2017 9:00,95.9171,1.2973,0.2861,1.5834,2.1622,284.4815,0,38.0978,49.8391,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,2/5/2017 9:00,96.0323,1.1776,0.3089,1.4865,2.1556,283.1611,0,38.1194,49.9239,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,3/5/2017 9:00,96.1924,0.9121,0.3584,1.2705,2.2767,276.6835,0.0276,38.1691,50.1147,0.0022,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,4/5/2017 9:00,95.7893,1.0164,0.3381,1.3545,2.5808,277.3463,0.0276,38.2357,50.0898,0.0022,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,5/5/2017 9:00,95.7884,0.9769,0.3386,1.3155,2.6311,276.7735,0.0281,38.2559,50.1287,0.0022,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,6/5/2017 9:00,95.6614,1.054,0.3261,1.3801,2.6944,278.253,0,38.2541,50.0799,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,7/5/2017 9:00,95.8034,1.1158,0.2964,1.4122,2.492,280.7064,0.0276,38.2119,50.026,0.0022,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,8/5/2017 9:00,95.773,1.1063,0.3042,1.4105,2.525,280.6737,0.0276,38.2208,50.0342,0.0022,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,9/5/2017 9:00,95.9775,0.9808,0.3366,1.3174,2.4226,279.0231,0,38.2153,50.1033,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,10/5/2017 9:00,95.7809,1.0224,0.3386,1.361,2.5244,280.485,0,38.2654,50.1021,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,11/5/2017 9:00,96.015,0.9754,0.3195,1.2949,2.4382,277.1348,0,38.1995,50.106,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,12/5/2017 9:00,95.9237,1.0189,0.3268,1.3457,2.49,277.2053,0.0276,38.1879,50.0659,0.0022,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,13/05/17 09:00:00,96.0556,0.8994,0.3434,1.2427,2.4892,274.1201,0,38.1995,50.1484,0,
S-MTBGN190-TR23,CRE 9 Red Monclova,Pto. de Calidad Castaños T.R.,14/05/17 09:00:00,95.8273,1.0825,0.3178,1.4003,2.5345,277.9364,0,38.1815,50.0222,0,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,1/5/2017 9:00,95.7453,1.4265,0.1505,1.577,2.3572,254.3913,12.3966,38.0884,49.8068,1.9403,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,2/5/2017 9:00,95.3988,1.4427,0.1486,1.5913,2.702,251.8053,13.4091,38.1703,49.8443,2.7041,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,3/5/2017 9:00,95.1913,1.3733,0.169,1.5423,2.985,249.9879,12.8735,38.2471,49.9274,2.129,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,4/5/2017 9:00,95.1414,1.326,0.1779,1.5039,3.1077,248.3558,10.7935,38.2722,49.9706,1.6704,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,5/5/2017 9:00,95.0662,1.3512,0.174,1.5252,3.1608,250.945,10.9414,38.2824,49.9609,1.2533,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,6/5/2017 9:00,95.3072,1.3687,0.156,1.5246,2.8894,252.9415,11.935,38.2291,49.9259,1.4104,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,7/5/2017 9:00,95.2615,1.3726,0.1486,1.5211,2.9233,253.8109,11.2363,38.2513,49.9394,1.8083,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,8/5/2017 9:00,95.3426,1.3261,0.1631,1.4892,2.8818,253.3007,10.3413,38.2459,49.9616,2.4466,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,9/5/2017 9:00,95.2262,1.2789,0.18,1.4589,2.9606,253.9908,12.3001,38.3254,50.032,2.1254,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,10/5/2017 9:00,95.5234,1.2653,0.1652,1.4306,2.7904,251.2906,11.8367,38.2161,49.9855,1.2056,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,11/5/2017 9:00,95.37,1.3244,0.1608,1.4852,2.9029,250.3393,12.208,38.2177,49.9478,2.008,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,12/5/2017 9:00,95.2714,1.2987,0.1622,1.4609,3.0497,248.1492,11.0907,38.2521,49.9849,1.1171,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,13/05/17 09:00:00,95.3332,1.3239,0.1611,1.485,2.9474,249.8869,11.2523,38.2259,49.9528,1.4828,
S-MTBGN210-TR04,CRE 3 Escobedo Baja,Pto. de Calidad Cabezal Baja T.R.,14/05/17 09:00:00,95.4477,1.3318,0.1557,1.4875,2.8306,250.3097,11.5225,38.1928,49.9306,1.3264,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,1/5/2017 9:00,96.4885,0.608,0.33,0.9381,2.3862,242.1287,24.2755,38.2305,50.377,0.3044,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,2/5/2017 9:00,96.5336,0.6271,0.3346,0.9616,2.2808,242.7054,24.2496,38.2186,50.3545,0.3848,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,3/5/2017 9:00,96.4139,0.6428,0.3767,1.0195,2.3433,242.5717,25.4155,38.2138,50.3212,0.3652,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,4/5/2017 9:00,96.2874,0.6426,0.3595,1.002,2.4533,242.3804,25.2185,38.2746,50.3639,0.4076,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,5/5/2017 9:00,96.331,0.653,0.366,1.019,2.4003,243.9685,24.6716,38.2486,50.3387,0.5772,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,6/5/2017 9:00,96.7464,0.591,0.3186,0.9096,2.1208,242.4142,24.4002,38.1918,50.372,0.0161,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,7/5/2017 9:00,96.7373,0.6392,0.3065,0.9457,2.0977,242.5648,24.2146,38.1691,50.3307,0,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,8/5/2017 9:00,96.6487,0.6139,0.3372,0.9511,2.171,242.7419,25.1146,38.1948,50.3489,0,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,9/5/2017 9:00,96.6268,0.6404,0.3488,0.9893,2.1479,243.778,25.3734,38.179,50.3158,0.0013,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,10/5/2017 9:00,96.5495,0.6207,0.323,0.9437,2.3006,238.2681,23.222,38.2146,50.3622,0.005,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,11/5/2017 9:00,96.5807,0.6325,0.3508,0.9833,2.2296,239.6344,25.187,38.1799,50.3212,0.0151,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,12/5/2017 9:00,96.6193,0.6204,0.3311,0.9515,2.244,235.3809,24.6356,38.1811,50.3397,0.0088,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,13/05/17 09:00:00,96.694,0.6157,0.3222,0.9379,2.1835,233.803,26.4645,38.1694,50.3404,0.005,
S-MTBGN210-TR05,CRE 2 Escobedo Alta,Pto. de Calidad Cabezal Alta T.R.,14/05/17 09:00:00,96.6325,0.6235,0.3462,0.9697,2.2112,240.4369,25.1847,38.1676,50.3227,0.0053,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,1/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,2/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,3/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,4/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,5/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,6/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,7/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,8/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,9/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,10/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,11/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,12/5/2017 9:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,13/05/17 09:00:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN221-TR24,CRE 1 Ramones,Pto. de Calidad Ramones T.R.,14/05/17 09:00:00,96.2,0.7001,0.2366,0.9367,2.5726,257.7224,0,38.3723,50.4355,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,1/5/2017 9:00,95.0402,0.9027,0.2577,1.1603,3.6664,244.5293,0,38.4755,50.3445,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,2/5/2017 9:00,94.3116,1.0771,0.2195,1.2967,4.3123,225.7955,0,38.5689,50.295,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,3/5/2017 9:00,94.3361,1.0806,0.252,1.3327,4.2345,231.6503,0,38.5444,50.2637,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,4/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,5/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,6/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,7/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,8/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,9/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,10/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
