Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 13:00,95.59,0.7412,0.3973,1.1385,2.9753,,,38.3964,50.3438,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 14:00,95.6008,0.7301,0.3969,1.127,2.9746,,,38.401,50.3544,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 15:00,95.6436,0.7259,0.3912,1.1172,2.9403,,,38.3958,50.3569,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 16:00,95.6087,0.7231,0.3865,1.1096,2.9708,,,38.4154,50.3722,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 17:00,95.6447,0.7334,0.386,1.1194,2.9246,,,38.3995,50.3562,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 18:00,95.6624,0.7407,0.3885,1.1292,2.9086,,,38.3831,50.3406,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 19:00,95.6682,0.7292,0.3891,1.1183,2.9095,,,38.3897,50.3521,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 20:00,95.7184,0.7316,0.3821,1.1137,2.8594,,,38.3807,50.3484,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 21:00,95.7129,0.7513,0.3679,1.1192,2.8633,,,38.3782,50.3398,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 22:00,95.6708,0.7584,0.3666,1.125,2.908,,,38.3823,50.3379,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 23:00,95.6149,0.769,0.363,1.132,2.9692,,,38.3887,50.3358,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 0:00,95.5174,0.7844,0.3623,1.1467,3.0562,,,38.4053,50.3349,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 1:00,95.5336,0.7834,0.3601,1.1435,3.0431,,,38.4022,50.3348,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 2:00,95.5788,0.7672,0.3729,1.1402,2.9863,,,38.3979,50.3377,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 3:00,95.6469,0.7789,0.3685,1.1475,2.9151,,,38.3722,50.3169,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 4:00,95.6487,0.7853,0.378,1.1633,2.8925,,,38.3624,50.3024,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 5:00,95.6852,0.802,0.3799,1.182,2.8471,,,38.3355,50.2745,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 6:00,95.6139,0.7797,0.3633,1.143,2.9477,,,38.3843,50.3257,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 7:00,95.5454,0.769,0.3618,1.1307,3.0249,,,38.4126,50.35,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 8:00,95.5205,0.7687,0.3797,1.1484,3.036,,,38.4071,50.3388,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 9:00,95.5197,0.7724,0.3825,1.1549,3.0125,,,38.411,50.3372,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 10:00,95.5615,0.7778,0.3774,1.1552,2.9536,,,38.4082,50.334,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 11:00,95.5949,0.778,0.3885,1.1665,2.9221,,,38.3848,50.3155,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 12:00,95.6079,0.7711,0.3828,1.1539,2.9091,,,38.3958,50.329,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 13:00,95.6081,0.7657,0.381,1.1468,2.9268,,,38.3958,50.3337,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 14:00,95.5932,0.7589,0.3825,1.1414,2.9521,,,38.4011,50.3408,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 15:00,95.5752,0.7543,0.3916,1.1459,2.9667,,,38.4026,50.3408,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 16:00,95.573,0.7567,0.3893,1.1461,2.9655,,,38.4047,50.3413,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 17:00,95.5955,0.7575,0.3884,1.146,2.9451,,,38.3972,50.3368,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 18:00,95.4133,0.8096,0.3793,1.1888,3.0824,,,38.4214,50.3187,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 19:00,95.4963,0.8026,0.3854,1.188,3.0047,,,38.3955,50.3059,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 20:00,95.618,0.7726,0.3878,1.1604,2.9197,,,38.3767,50.315,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 21:00,95.6625,0.7545,0.3956,1.1501,2.883,,,38.3719,50.3212,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 22:00,95.6681,0.7554,0.3826,1.138,2.8905,,,38.3778,50.33,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 23:00,95.6728,0.7638,0.3782,1.142,2.8831,,,38.3731,50.3235,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 0:00,95.6402,0.768,0.3791,1.1471,2.9108,,,38.3789,50.3234,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 1:00,95.5573,0.7938,0.3806,1.1743,2.9693,,,38.3841,50.3078,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 2:00,95.459,0.8145,0.3744,1.1889,3.0617,,,38.3987,50.3046,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 3:00,95.4456,0.8109,0.3715,1.1824,3.0783,,,38.408,50.3138,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 4:00,95.4497,0.8095,0.3822,1.1917,3.0657,,,38.3999,50.3052,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 5:00,95.4241,0.8087,0.3867,1.1954,3.0843,,,38.4061,50.3072,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 6:00,95.4897,0.7994,0.3818,1.1812,3.0344,,,38.3964,50.3104,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 7:00,95.5371,0.7875,0.3725,1.1599,3.0069,,,38.3979,50.3238,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 8:00,95.6068,0.7644,0.3724,1.1368,2.9584,,,38.3944,50.3379,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 9:00,95.5955,0.7771,0.378,1.1552,2.9488,,,38.3866,50.3219,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 10:00,95.6219,0.777,0.3725,1.1495,2.9396,,,38.3786,50.3201,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 11:00,95.6304,0.7561,0.3788,1.1348,2.9533,,,38.382,50.3338,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 12:00,95.6895,0.7721,0.3803,1.1524,2.9004,,,38.3428,50.2996,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 13:00,95.6577,0.7788,0.3771,1.156,2.9253,,,38.3513,50.3012,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 14:00,95.6382,0.7716,0.3803,1.1519,2.9452,,,38.3615,50.3106,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 15:00,95.6851,0.7628,0.3895,1.1522,2.8977,,,38.3483,50.305,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 16:00,95.7381,0.7445,0.3903,1.1348,2.8733,,,38.3397,50.3125,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 17:00,95.8454,0.7407,0.3927,1.1334,2.784,,,38.3025,50.2928,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 18:00,95.8817,0.7312,0.3932,1.1244,2.7556,,,38.2989,50.2972,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 19:00,95.8727,0.7345,0.3905,1.125,2.7426,,,38.311,50.3029,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 20:00,95.9344,0.7246,0.3875,1.1121,2.6908,,,38.3038,50.307,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 21:00,95.9859,0.7125,0.3778,1.0903,2.6535,,,38.306,50.3212,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 22:00,95.9308,0.7123,0.3709,1.0832,2.6897,,,38.3381,50.3427,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 23:00,95.8958,0.7171,0.3664,1.0835,2.7211,,,38.3506,50.3486,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 0:00,95.9199,0.7149,0.3508,1.0658,2.7179,,,38.3538,50.3591,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 1:00,95.8617,0.7411,0.3359,1.0771,2.7702,,,38.3601,50.3512,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 2:00,95.8048,0.7445,0.3336,1.0782,2.8291,,,38.374,50.3579,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 3:00,95.8203,0.7581,0.3299,1.088,2.8143,,,38.3587,50.3414,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 4:00,95.8642,0.7602,0.3257,1.0859,2.7806,,,38.3437,50.3334,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 5:00,95.9688,0.7521,0.3171,1.0692,2.709,,,38.3186,50.3287,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 6:00,95.9991,0.7376,0.3125,1.0502,2.6953,,,38.3227,50.3433,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 7:00,95.8842,0.7221,0.326,1.0481,2.8098,,,38.3574,50.3678,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 8:00,95.7914,0.757,0.3174,1.0744,2.8736,,,38.3679,50.3533,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 9:00,95.6752,0.7741,0.3301,1.1043,2.9626,,,38.38,50.3425,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 10:00,95.6479,0.7903,0.3417,1.1321,2.9565,,,38.3718,50.3211,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 11:00,95.6813,0.7972,0.344,1.1413,2.9197,,,38.3537,50.3049,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 12:00,95.7559,0.7785,0.3485,1.127,2.8615,,,38.3411,50.3087,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 13:00,95.7813,0.7589,0.3564,1.1153,2.8418,,,38.3441,50.3205,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 14:00,95.8371,0.7594,0.3512,1.1106,2.7822,,,38.3353,50.3174,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 15:00,95.8117,0.7634,0.3574,1.1208,2.7984,,,38.3352,50.3117,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 16:00,95.7601,0.7661,0.3518,1.1179,2.853,,,38.3514,50.3217,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 17:00,95.6815,0.7801,0.3503,1.1304,2.9063,,,38.3708,50.3237,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 18:00,95.6791,0.7927,0.3563,1.149,2.8905,,,38.3596,50.3057,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 19:00,95.6295,0.7887,0.3588,1.1475,2.9413,,,38.3752,50.3163,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 20:00,95.6108,0.7864,0.3557,1.1421,2.967,,,38.3836,50.3241,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 21:00,95.6138,0.7881,0.355,1.1431,2.9619,,,38.3827,50.3227,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 22:00,95.6789,0.7826,0.3524,1.135,2.9017,,,38.3704,50.3207,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 23:00,95.7047,0.772,0.3531,1.1252,2.8834,,,38.3707,50.3279,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 0:00,95.6173,0.8034,0.3477,1.1511,2.942,,,38.3795,50.3135,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 1:00,95.6321,0.7869,0.3479,1.1348,2.9325,,,38.3914,50.3317,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 2:00,95.6273,0.7827,0.3485,1.1311,2.9325,,,38.3989,50.3386,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 3:00,95.6049,0.804,0.344,1.148,2.9478,,,38.3892,50.3203,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 4:00,95.5805,0.8164,0.343,1.1594,2.9708,,,38.3836,50.309,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 5:00,95.5042,0.8274,0.3432,1.1706,3.0437,,,38.3948,50.3076,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 6:00,95.4951,0.8112,0.3443,1.1555,3.0683,,,38.4075,50.3257,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 7:00,95.5601,0.797,0.3367,1.1336,3.0138,,,38.409,50.3399,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 8:00,95.5432,0.8072,0.3317,1.1389,3.0315,,,38.4077,50.3344,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 9:00,95.5258,0.8208,0.3381,1.1589,3.0327,,,38.3972,50.3159,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 10:00,95.6186,0.8105,0.345,1.1556,2.9498,,,38.3702,50.3045,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 11:00,95.7016,0.7868,0.3339,1.1207,2.901,,,38.3701,50.3261,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 12:00,95.7473,0.7776,0.3286,1.1062,2.8683,,,38.3661,50.3327,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 13:00,95.8202,0.7598,0.3305,1.0903,2.8087,,,38.3571,50.3391,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 14:00,95.771,0.7781,0.3397,1.1178,2.8342,,,38.3515,50.3189,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 15:00,95.7768,0.7791,0.3406,1.1197,2.8334,,,38.3455,50.3143,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 16:00,95.7856,0.7644,0.3416,1.106,2.8322,,,38.3549,50.3295,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 17:00,95.847,0.742,0.3393,1.0813,2.7919,,,38.3553,50.3464,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 18:00,95.835,0.736,0.3392,1.0752,2.8103,,,38.3631,50.3551,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 19:00,95.8302,0.7274,0.3446,1.072,2.8197,,,38.3652,50.3599,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 20:00,95.8553,0.7178,0.3437,1.0615,2.8027,,,38.366,50.3674,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 21:00,95.8333,0.7221,0.3528,1.0749,2.8026,,,38.3673,50.3609,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 22:00,95.8227,0.7277,0.3625,1.0901,2.7958,,,38.3614,50.3492,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 23:00,95.7974,0.7278,0.3723,1.1001,2.8063,,,38.3645,50.3464,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 0:00,95.7724,0.7424,0.3715,1.1139,2.8179,,,38.3624,50.3353,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 1:00,95.7454,0.7518,0.3758,1.1275,2.8299,,,38.3621,50.3266,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 2:00,95.711,0.7711,0.3725,1.1436,2.8494,,,38.3608,50.3139,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 3:00,95.5873,0.7949,0.3725,1.1673,2.947,,,38.3811,50.3089,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 4:00,95.5759,0.8013,0.3644,1.1657,2.9668,,,38.3824,50.309,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 5:00,95.5787,0.7995,0.3583,1.1579,2.975,,,38.3856,50.3149,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 6:00,95.5739,0.8148,0.3534,1.1683,2.971,,,38.3792,50.3027,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 7:00,95.5803,0.8272,0.3535,1.1807,2.9554,,,38.3688,50.2881,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 8:00,95.6174,0.804,0.3563,1.1603,2.9401,,,38.3713,50.3045,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 9:00,95.6155,0.7993,0.3534,1.1527,2.9503,,,38.3767,50.3122,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 10:00,95.6758,0.7784,0.3503,1.1287,2.9127,,,38.3759,50.3277,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 11:00,95.6045,0.7862,0.3509,1.1371,2.9508,,,38.4017,50.3366,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 12:00,95.5538,0.7798,0.3532,1.1329,2.9855,,,38.4289,50.3555,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 13:00,95.548,0.7723,0.3499,1.1222,3.0014,,,38.4387,50.3678,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 14:00,95.5357,0.7706,0.3557,1.1264,3.0205,,,38.4342,50.3637,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 15:00,95.56,0.7678,0.3672,1.135,3.0208,,,38.4061,50.3446,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 16:00,95.5226,0.7865,0.3764,1.1629,3.0346,,,38.3952,50.3212,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 17:00,95.592,0.795,0.3694,1.1643,2.9694,,,38.3717,50.3051,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 18:00,95.6534,0.7797,0.3691,1.1488,2.9202,,,38.366,50.3125,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 19:00,95.7207,0.7797,0.3744,1.1541,2.8547,,,38.3408,50.2957,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 20:00,95.761,0.7711,0.3763,1.1473,2.8192,,,38.3347,50.2974,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 21:00,95.7404,0.7833,0.3742,1.1575,2.8231,,,38.3371,50.2912,,
